"","area_id","area_name","state","party","votes_first_vote","votes_second_vote"
"197",197,"Neuwied","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",76951,68388
"198",198,"Ahrweiler","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",64007,60937
"199",199,"Koblenz","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",61595,56616
"200",200,"Mosel/Rhein-Hunsrück","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",58594,55604
"201",201,"Kreuznach","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",50964,47177
"202",202,"Bitburg","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",63719,55591
"203",203,"Trier","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",56610,55882
"204",204,"Montabaur","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",68741,60594
"205",205,"Mainz","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",71477,65713
"206",206,"Worms","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",68684,54720
"207",207,"Ludwigshafen/Frankenthal","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",51202,49264
"208",208,"Neustadt – Speyer","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",69497,61373
"209",209,"Kaiserslautern","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",53020,49412
"210",210,"Pirmasens","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",48707,47466
"211",211,"Südpfalz","Rheinland-Pfalz","Christlich.Demokratische.Union.Deutschlands",68583,59309
"212",212,"Altötting","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"213",213,"Erding – Ebersberg","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"214",214,"Freising","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"215",215,"Fürstenfeldbruck","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"216",216,"Ingolstadt","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"217",217,"München-Nord","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"218",218,"München-Ost","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"219",219,"München-Süd","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"220",220,"München-West/Mitte","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"221",221,"München-Land","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"222",222,"Rosenheim","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"223",223,"Bad Tölz-Wolfratshausen – Miesbach","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"224",224,"Starnberg – Landsberg am Lech","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"225",225,"Traunstein","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"226",226,"Weilheim","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"227",227,"Deggendorf","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"228",228,"Landshut","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"229",229,"Passau","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"230",230,"Rottal-Inn","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"231",231,"Straubing","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"232",232,"Amberg","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"233",233,"Regensburg","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"234",234,"Schwandorf","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"235",235,"Weiden","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"236",236,"Bamberg","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"237",237,"Bayreuth","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"238",238,"Coburg","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"239",239,"Hof","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"240",240,"Kulmbach","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"241",241,"Ansbach","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"242",242,"Erlangen","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"243",243,"Fürth","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"244",244,"Nürnberg-Nord","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"245",245,"Nürnberg-Süd","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"246",246,"Roth","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"247",247,"Aschaffenburg","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"248",248,"Bad Kissingen","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"249",249,"Main-Spessart","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"250",250,"Schweinfurt","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"251",251,"Würzburg","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"252",252,"Augsburg-Stadt","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"253",253,"Augsburg-Land","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"254",254,"Donau-Ries","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"255",255,"Neu-Ulm","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"256",256,"Oberallgäu","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"257",257,"Ostallgäu","Bayern","Christlich.Demokratische.Union.Deutschlands",0,0
"258",258,"Stuttgart I","Baden-Württemberg","Christlich.Demokratische.Union.Deutschlands",51116,46243
"259",259,"Stuttgart II","Baden-Württemberg","Christlich.Demokratische.Union.Deutschlands",46066,40071
"260",260,"Böblingen","Baden-Württemberg","Christlich.Demokratische.Union.Deutschlands",75318,69009
"261",261,"Esslingen","Baden-Württemberg","Christlich.Demokratische.Union.Deutschlands",53661,44747
"262",262,"Nürtingen","Baden-Württemberg","Christlich.Demokratische.Union.Deutschlands",65566,56106
"263",263,"Göppingen","Baden-Württemberg","Christlich.Demokratische.Union.Deutschlands",50891,45285
"264",264,"Waiblingen","Baden-Württemberg","Christlich.Demokratische.Union.Deutschlands",64958,58371
